exclude	exclude.reason	comments	rodent.ds	rodent.sub	animal_id_orig	rodent.session	rodent.session.orig	rodent.run	rodent.species	rodent.strain	rodent.strain.orig	rodent.sex	rodent.age	rodent.weight	main.experimenter.gender	head-plate	body.restrained	free.behaving	anesthesia.before.acquisition	anesthesia.before.acquisition.orig	average.breathing.rate	average.heart.rate	average.temperature	MRI.vendor	MRI.field.strength	MRI.cryocoil	fMRI.sequence	MRI.TR	MRI.TE	MRI.in.plane.resolution (mm)	MRI.slice.thickness	Link.to.paper	Link.to.Download.data	scan	scan_dir	""	FileAddress	corresponding_img	SpatRx	SpatRy	SpatRz	Ghosting	aidaqc.tsnr	aidaqc.dist	fd.mean	total.frames	dropped.frames.gsr1	s1.specific.gsr1	s1.unspecific.gsr1	thal.specific.gsr1	s1.cat.gsr1	thal.cat.gsr1	dropped.frames.gsr2	s1.specific.gsr2	s1.unspecific.gsr2	thal.specific.gsr2	s1.cat.gsr2	thal.cat.gsr2	dropped.frames.gsr3	s1.specific.gsr3	s1.unspecific.gsr3	thal.specific.gsr3	s1.cat.gsr3	thal.cat.gsr3	dropped.frames.wmcsf1	s1.specific.wmcsf1	s1.unspecific.wmcsf1	thal.specific.wmcsf1	s1.cat.wmcsf1	thal.cat.wmcsf1	dropped.frames.wmcsf2	s1.specific.wmcsf2	s1.unspecific.wmcsf2	thal.specific.wmcsf2	s1.cat.wmcsf2	thal.cat.wmcsf2	dropped.frames.wmcsf3	s1.specific.wmcsf3	s1.unspecific.wmcsf3	thal.specific.wmcsf3	s1.cat.wmcsf3	thal.cat.wmcsf3	dropped.frames.aCompCor1	s1.specific.aCompCor1	s1.unspecific.aCompCor1	thal.specific.aCompCor1	s1.cat.aCompCor1	thal.cat.aCompCor1	dropped.frames.aCompCor2	s1.specific.aCompCor2	s1.unspecific.aCompCor2	thal.specific.aCompCor2	s1.cat.aCompCor2	thal.cat.aCompCor2	dropped.frames.aCompCor3	s1.specific.aCompCor3	s1.unspecific.aCompCor3	thal.specific.aCompCor3	s1.cat.aCompCor3	thal.cat.aCompCor3
		data is the same BIDS_raw and BIDS_input-RABIES	2003	200302	7	1	B040912	3	rat	Sprague-Dawley	Sprague-Dawley	m	8-15 weeks	250-400	f	y	y	n	y	isoflurane (1,5-2%)	not recorded	not recorded	not recorded	Bruker	7	n	GE-EPI	2000	15	27.0	0,26 x 0,26			sub-0200302_ses-1_run-3	_split_name_sub-0200302_ses-1_run-3_task-rest_bold	42	/project/4180000.36/awake/bids/rat_complete/sub-0200302/ses-1/func/sub-0200302_ses-1_run-3_task-rest_bold.nii.gz	func_func_sub-0200302_ses-1_run-3_task-rest_bold_43.png	0.26	1.0	0.26041666	false	25.104936111598242	0.22225354673546038	0.03177090155269265	90	16	0.35502747518628536	0.007919089457453054	0.3209580067049454	Specific	Specific	11	0.25332638346417957	0.10480094538537618	0.3006216941685288	Non-specific	Non-specific		0.20218950716738285	0.061714145948837576	0.15947274646320864	Specific	Specific	16	0.3712132306387248	0.06855509701086697	0.3991605961118438	Specific	Specific	11	0.2945320691640465	0.14990200285303446	0.36546093047358535	Non-specific	Non-specific		0.29329003565294554	0.05231392536871934	0.23861547041116854	Specific	Specific	16	0.20579703066685745	-0.0007406372336602	0.29247550960323987	Specific	Specific	11	0.13123836903815014	0.061067137881294746	0.2646006866059751	Specific	Specific		0.21967254156971097	0.14215273824343969	0.32701637380656745	Non-specific	Non-specific
		data is the same BIDS_raw and BIDS_input-RABIES	2003	200302	7	1	B040912	4	rat	Sprague-Dawley	Sprague-Dawley	m	8-15 weeks	250-400	f	y	y	n	y	isoflurane (1,5-2%)	not recorded	not recorded	not recorded	Bruker	7	n	GE-EPI	2000	15	27.0	0,26 x 0,26			sub-0200302_ses-1_run-4	_split_name_sub-0200302_ses-1_run-4_task-rest_bold	43	/project/4180000.36/awake/bids/rat_complete/sub-0200302/ses-1/func/sub-0200302_ses-1_run-4_task-rest_bold.nii.gz	func_func_sub-0200302_ses-1_run-4_task-rest_bold_44.png	0.26	1.0	0.26041666	false	26.73615808796479	0.11166094045998798	0.03387202554722372	90	15	0.3552894283083039	-0.03981915120940325	0.34363834504333174	Specific	Specific	13	0.35074026190470053	-0.034383642837228445	0.3436533867735206	Specific	Specific		0.7345514423942282	0.43965006751281144	0.3354184615505833	Non-specific	Non-specific	15	0.33356588616421146	-0.09158402362265419	0.3295952913403385	Specific	Specific	13	0.33454071321478934	-0.0964423081826794	0.3307108583380026	Specific	Specific		0.7473083678715269	0.42495568281120194	0.4076170941384736	Non-specific	Non-specific	15	0.4962727207169578	0.0812425139571845	0.44810264548640005	Specific	Specific	13	0.4520704429211321	0.09997611690120993	0.4452659804195624	Specific	Specific		0.42057182781811114	0.014477752861243984	0.18577857323156516	Specific	Specific
		data is the same BIDS_raw and BIDS_input-RABIES	2003	200302	7	1	B040912	5	rat	Sprague-Dawley	Sprague-Dawley	m	8-15 weeks	250-400	f	y	y	n	y	isoflurane (1,5-2%)	not recorded	not recorded	not recorded	Bruker	7	n	GE-EPI	2000	15	27.0	0,26 x 0,26			sub-0200302_ses-1_run-5	_split_name_sub-0200302_ses-1_run-5_task-rest_bold	44	/project/4180000.36/awake/bids/rat_complete/sub-0200302/ses-1/func/sub-0200302_ses-1_run-5_task-rest_bold.nii.gz	func_func_sub-0200302_ses-1_run-5_task-rest_bold_45.png	0.26	1.0	0.26041666	false	24.19537153706085	0.15097536269953984	0.040412685493947845	90	12	0.633266280431635	0.36690105509857407	-0.1311691333981392	Non-specific	Spurious	4	0.4507836713404572	0.28119492070017676	-0.19379233587932593	Non-specific	Spurious		0.43884134377555994	0.32944633779593663	-0.29028666912476997	Non-specific	Spurious	12	0.6733889781715289	0.37328095376963694	-0.15319276286289135	Non-specific	Spurious	4	0.44602922775837833	0.3187875177649811	-0.20049127008521314	Non-specific	Spurious		0.43901027537289483	0.28500613275882997	-0.2702697323520626	Non-specific	Spurious	12	0.7448331781494865	0.28034196120574206	-0.13247203558313445	Non-specific	Spurious	4	0.7320475103230629	0.2754432699127089	-0.12695849050395216	Non-specific	Spurious		0.6165108179672772	0.2045222603348422	-0.05216005455194482	Non-specific	Spurious
		data is the same BIDS_raw and BIDS_input-RABIES	2003	200302	7	1	B040912	6	rat	Sprague-Dawley	Sprague-Dawley	m	8-15 weeks	250-400	f	y	y	n	y	isoflurane (1,5-2%)	not recorded	not recorded	not recorded	Bruker	7	n	GE-EPI	2000	15	27.0	0,26 x 0,26			sub-0200302_ses-1_run-6	_split_name_sub-0200302_ses-1_run-6_task-rest_bold	45	/project/4180000.36/awake/bids/rat_complete/sub-0200302/ses-1/func/sub-0200302_ses-1_run-6_task-rest_bold.nii.gz	func_func_sub-0200302_ses-1_run-6_task-rest_bold_46.png	0.26	1.0	0.26041666	false	21.365425292134372	0.0700827737494844	0.0400078919488874	90	26	0.6506438360113483	-0.11193464287817778	0.055144458556560604	Specific	Spurious	16	0.6946202182007356	-0.01809292165932165	0.15921666014872501	Specific	Specific		0.693704387291039	-0.002730777888332101	-0.11174120159142854	Specific	Spurious	26	0.7903950326931741	-0.0841375619870474	0.1117065048235076	Specific	Specific	16	0.7660105916694055	0.06793754651775863	0.16202111394172825	Specific	Specific		0.7378352193901009	0.036249445188996185	-0.07289849358726168	Specific	No	26	0.6983608838189107	-0.03706813083798559	0.08923395401257009	Specific	No	16	0.7263041102819335	0.08380325130059957	0.1521142992835828	Specific	Specific		0.32733726625747656	-0.09308408304415003	-0.04443848896948365	Specific	No
		data is the same BIDS_raw and BIDS_input-RABIES	2003	200302	7	1	B040912	7	rat	Sprague-Dawley	Sprague-Dawley	m	8-15 weeks	250-400	f	y	y	n	y	isoflurane (1,5-2%)	not recorded	not recorded	not recorded	Bruker	7	n	GE-EPI	2000	15	27.0	0,26 x 0,26			sub-0200302_ses-1_run-7	_split_name_sub-0200302_ses-1_run-7_task-rest_bold	46	/project/4180000.36/awake/bids/rat_complete/sub-0200302/ses-1/func/sub-0200302_ses-1_run-7_task-rest_bold.nii.gz	func_func_sub-0200302_ses-1_run-7_task-rest_bold_47.png	0.26	1.0	0.26041666	false	25.540824601977384	0.13263460841196104	0.03001317942243553	90	16	0.6282180527756525	-0.20076917792176852	-0.14133172111430709	Specific	Spurious	7	0.675917690947202	-0.29026777103696005	-0.1403935338193095	Specific	Spurious		0.6357902081939997	0.04730813032975185	0.018331937673622727	Specific	No	16	0.5942398813899918	-0.37377576062894724	0.0008448885326663306	Specific	Spurious	7	0.6045842003904599	-0.26957107940992503	0.052092555468781214	Specific	Spurious		0.614481287668186	0.11518560772912326	0.2335203331939692	Non-specific	Non-specific	16	0.6453414869785369	-0.0713127022794082	-0.3421025011170639	Specific	Spurious	7	0.6751588718990565	-0.16264232312614615	-0.23941334978338738	Specific	Spurious		0.6506771369706829	0.16573943806802963	0.1343337329537278	Non-specific	Non-specific
		data is the same BIDS_raw and BIDS_input-RABIES	2003	200303	8	2	B060912	1	rat	Sprague-Dawley	Sprague-Dawley	m	8-15 weeks	250-400	f	y	y	n	y	isoflurane (1,5-2%)	not recorded	not recorded	not recorded	Bruker	7	n	GE-EPI	2000	15	27.0	0,26 x 0,26			sub-0200303_ses-2_run-1	_split_name_sub-0200303_ses-2_run-1_task-rest_bold	47	/project/4180000.36/awake/bids/rat_complete/sub-0200303/ses-2/func/sub-0200303_ses-2_run-1_task-rest_bold.nii.gz	func_func_sub-0200303_ses-2_run-1_task-rest_bold_48.png	0.26	1.0	0.26041666	false	26.42747778083432	0.1148625647828983	0.04514570728728676	90	20	0.55738376234733	0.19832071447904498	-0.11271417206917825	Non-specific	Spurious	1	0.6469768378222244	-0.2542780565493346	-0.029599072249726577	Specific	Spurious		0.6589471783839199	-0.24724029249508284	0.048875945209974715	Specific	Spurious	20	0.5431713256618744	0.3871900229448005	0.0936538163350427	Non-specific	Spurious	1	0.6960480109262265	0.03963714729582677	0.1269561066704346	Specific	Specific		0.7006145600263107	0.046865010904896365	0.16882721568133383	Specific	Specific	20	0.5051465838785301	0.13911593109322798	-0.05498763356393536	Non-specific	Spurious	1	0.6860132921866691	0.1477166728120042	0.35092099950814176	Non-specific	Non-specific		0.8061609441407608	0.44230925480455574	0.34778412588470564	Non-specific	Non-specific
		data is the same BIDS_raw and BIDS_input-RABIES	2003	200303	8	2	B060912	2	rat	Sprague-Dawley	Sprague-Dawley	m	8-15 weeks	250-400	f	y	y	n	y	isoflurane (1,5-2%)	not recorded	not recorded	not recorded	Bruker	7	n	GE-EPI	2000	15	21.0	0,26 x 0,26			sub-0200303_ses-2_run-2	_split_name_sub-0200303_ses-2_run-2_task-rest_bold	48	/project/4180000.36/awake/bids/rat_complete/sub-0200303/ses-2/func/sub-0200303_ses-2_run-2_task-rest_bold.nii.gz	func_func_sub-0200303_ses-2_run-2_task-rest_bold_49.png	0.26	1.0	0.26041666	false	26.07060344751312	0.0822978728007151	0.04748583434339418	90	24	0.6566805767893167	0.033081891511217834	0.12540826061264623	Specific	Specific	2	0.8238346359606683	0.05342262836035353	0.3649006019318508	Specific	Specific		0.8493573815271476	0.11286752124592012	0.40625345116973804	Non-specific	Non-specific	24	0.7790547498194527	0.19439767014577408	0.24378706908091946	Non-specific	Non-specific	2	0.8337152893550825	0.08418803720581886	0.36478610802646494	Specific	Specific		0.8724943130896017	0.1835760752533524	0.4432578594413726	Non-specific	Non-specific	24	0.5623173280099931	-0.024962902715702943	0.4070987804012886	Specific	Specific	2	0.841029897428139	0.08869308874249456	0.6877880855881913	Specific	Specific		0.9000653346163044	0.2107894988672245	0.6497293744147665	Non-specific	Non-specific
		data is the same BIDS_raw and BIDS_input-RABIES	2003	200303	8	2	B060912	3	rat	Sprague-Dawley	Sprague-Dawley	m	8-15 weeks	250-400	f	y	y	n	y	isoflurane (1,5-2%)	not recorded	not recorded	not recorded	Bruker	7	n	GE-EPI	2000	15	27.0	0,26 x 0,26			sub-0200303_ses-2_run-3	_split_name_sub-0200303_ses-2_run-3_task-rest_bold	49	/project/4180000.36/awake/bids/rat_complete/sub-0200303/ses-2/func/sub-0200303_ses-2_run-3_task-rest_bold.nii.gz	func_func_sub-0200303_ses-2_run-3_task-rest_bold_50.png	0.26	1.0	0.26041666	false	25.98488156546385	0.1435122419778986	0.03670740564290177	90	26	0.48360523243545017	-0.44281923621265823	-0.277556471095155	Specific	Spurious	20	0.40945362980659966	-0.22568467460633856	-0.289757486729913	Specific	Spurious		0.37415652042262265	-0.21189366361988166	-0.3147802503477563	Specific	Spurious	26	0.5297353396482848	-0.3759125057943193	-0.2706541731806997	Specific	Spurious	20	0.4585351894282124	-0.1846185316711495	-0.28613471130442136	Specific	Spurious		0.45876661317529266	-0.12024109853335901	-0.2463794326371316	Specific	Spurious	26	0.590672734237798	-0.14403442160160299	0.31645768060195384	Specific	Specific	20	0.560438503586614	-0.0885990578226705	0.08483217569407364	Specific	No		0.436929191998091	-0.3937464311743882	-0.15669491798115057	Specific	Spurious
		data is the same BIDS_raw and BIDS_input-RABIES	2003	200303	8	2	B060912	4	rat	Sprague-Dawley	Sprague-Dawley	m	8-15 weeks	250-400	f	y	y	n	y	isoflurane (1,5-2%)	not recorded	not recorded	not recorded	Bruker	7	n	GE-EPI	2000	15	21.0	0,26 x 0,26			sub-0200303_ses-2_run-4	_split_name_sub-0200303_ses-2_run-4_task-rest_bold	50	/project/4180000.36/awake/bids/rat_complete/sub-0200303/ses-2/func/sub-0200303_ses-2_run-4_task-rest_bold.nii.gz	func_func_sub-0200303_ses-2_run-4_task-rest_bold_51.png	0.26	1.0	0.26041666	false	26.79194255636346	0.08423653919358103	0.02597277708042037	90	3	0.28771472067903275	-0.06183816496017623	-0.21879490923289957	Specific	Spurious	3	0.28771472067903275	-0.06183816496017623	-0.21879490923289957	Specific	Spurious		0.2854571924280757	-0.035038579671247204	-0.23000072852259146	Specific	Spurious	3	0.3374169337459955	0.1267176218950405	-0.23751787872125138	Non-specific	Spurious	3	0.3374169337459955	0.1267176218950405	-0.23751787872125138	Non-specific	Spurious		0.3226139356853969	0.16456606275202493	-0.1761090113888629	Non-specific	Spurious	3	0.5779732658478346	-0.16812294168747335	-0.21657634361622216	Specific	Spurious	3	0.5777884475955651	-0.1681513432235699	-0.21689373972505488	Specific	Spurious		0.5656368045194786	-0.15208696658156196	-0.019626110575652663	Specific	Spurious
		data is the same BIDS_raw and BIDS_input-RABIES	2003	200303	8	2	B060912	5	rat	Sprague-Dawley	Sprague-Dawley	m	8-15 weeks	250-400	f	y	y	n	y	isoflurane (1,5-2%)	not recorded	not recorded	not recorded	Bruker	7	n	GE-EPI	2000	15	27.0	0,26 x 0,26			sub-0200303_ses-2_run-5	_split_name_sub-0200303_ses-2_run-5_task-rest_bold	51	/project/4180000.36/awake/bids/rat_complete/sub-0200303/ses-2/func/sub-0200303_ses-2_run-5_task-rest_bold.nii.gz	func_func_sub-0200303_ses-2_run-5_task-rest_bold_52.png	0.26	1.0	0.26041666	false	26.121455949337747	0.10649186611753512	0.027289737478280188	90	5	0.444742369688694	0.03805532858658401	0.13713392276984201	Specific	Specific	3	0.4906239367873503	0.009349047722213554	0.060221445516913184	Specific	No		0.2696415896617632	0.1358500241633479	0.20409827365798128	Non-specific	Non-specific	5	0.501304876607587	0.12431757802454295	0.12398208176805588	Non-specific	Non-specific	3	0.5464130851786027	0.10993156916081888	0.03928883555020942	Non-specific	Spurious		0.3421363820426718	0.1662061091174855	0.16112381399209477	Non-specific	Non-specific	5	0.5524225675732889	0.21037802427845295	0.16467873504838498	Non-specific	Non-specific	3	0.594167098864767	0.19080472464774023	0.10186774868610479	Non-specific	Non-specific		0.5349721156742708	0.10252655299234348	0.20653081130266382	Non-specific	Non-specific
		data is the same BIDS_raw and BIDS_input-RABIES	2003	200303	8	2	B060912	6	rat	Sprague-Dawley	Sprague-Dawley	m	8-15 weeks	250-400	f	y	y	n	y	isoflurane (1,5-2%)	not recorded	not recorded	not recorded	Bruker	7	n	GE-EPI	2000	15	12.0	0,26 x 0,26			sub-0200303_ses-2_run-6	_split_name_sub-0200303_ses-2_run-6_task-rest_bold	52	/project/4180000.36/awake/bids/rat_complete/sub-0200303/ses-2/func/sub-0200303_ses-2_run-6_task-rest_bold.nii.gz	func_func_sub-0200303_ses-2_run-6_task-rest_bold_53.png	0.26	1.0	0.26041666	false	26.67056385023718	0.08332787159910351	0.02874675990583756	90	14	0.014125508135853195	-0.020823834506346017	0.0596400670124897	No	No	10	0.04080310180722734	-0.1182094844404244	0.019376113058129224	Spurious	Spurious		0.13458716762427006	-0.25455585321270446	0.025403620043612404	Specific	Spurious	14	0.04407832796552428	0.008164855349977691	0.08258002885942713	No	No	10	0.0547624826270344	-0.1050165238060022	0.01849867026456089	Spurious	Spurious		0.14237118242710117	-0.2650910441575895	0.019681078927619392	Specific	Spurious	14	0.298358954687852	-0.10714909774871127	0.0013560432300057438	Specific	Spurious	10	0.26240634811166486	-0.2667877746078545	0.05101336668575208	Specific	Spurious		0.15610979209993556	-0.19766588479102973	0.10967860602128605	Specific	Specific
		data is the same BIDS_raw and BIDS_input-RABIES	2003	200303	8	2	B060912	7	rat	Sprague-Dawley	Sprague-Dawley	m	8-15 weeks	250-400	f	y	y	n	y	isoflurane (1,5-2%)	not recorded	not recorded	not recorded	Bruker	7	n	GE-EPI	2000	15	27.0	0,26 x 0,26			sub-0200303_ses-2_run-7	_split_name_sub-0200303_ses-2_run-7_task-rest_bold	53	/project/4180000.36/awake/bids/rat_complete/sub-0200303/ses-2/func/sub-0200303_ses-2_run-7_task-rest_bold.nii.gz	func_func_sub-0200303_ses-2_run-7_task-rest_bold_54.png	0.26	1.0	0.26041666	false	27.29986234044615	0.059044792160036136	0.017336211284093597	90	11	0.03776270877307354	0.15765683506460412	0.09440742114386075	Spurious	Spurious	11	0.03776270877307354	0.15765683506460412	0.09440742114386075	Spurious	Spurious		0.2268128741176718	-0.021589241770418034	0.2040884375538552	Specific	Specific	11	-0.07316553142425805	0.11703312575081729	0.05645595920370978	Spurious	Spurious	11	-0.07316553142425805	0.11703312575081729	0.05645595920370978	Spurious	Spurious		0.1971677248911823	-0.10106741992609035	0.17122956120545874	Specific	Specific	11	-0.12651057993215123	-0.16797997548283206	-0.07999862917242105	Spurious	Spurious	11	-0.12654500317594283	-0.1674389010286278	-0.07961471814666657	Spurious	Spurious		0.28743281331779735	-0.09294991414580059	0.14033134410508663	Specific	Specific
		data is the same BIDS_raw and BIDS_input-RABIES	2003	200303	8	2	B060912	8	rat	Sprague-Dawley	Sprague-Dawley	m	8-15 weeks	250-400	f	y	y	n	y	isoflurane (1,5-2%)	not recorded	not recorded	not recorded	Bruker	7	n	GE-EPI	2000	15	27.0	0,26 x 0,26			sub-0200303_ses-2_run-8	_split_name_sub-0200303_ses-2_run-8_task-rest_bold	54	/project/4180000.36/awake/bids/rat_complete/sub-0200303/ses-2/func/sub-0200303_ses-2_run-8_task-rest_bold.nii.gz	func_func_sub-0200303_ses-2_run-8_task-rest_bold_55.png	0.26	1.0	0.26041666	false	27.494519551706578	0.06665955393585497	0.017269986817582402	90	9	0.3388402693798554	-0.18655021476464678	0.10006149775742794	Specific	Specific	7	0.2974950822491777	-0.17917039941820104	0.09734535149949151	Specific	Spurious		0.254073441625083	-0.054346297893285746	0.1577318330354059	Specific	Specific	9	0.341605872137482	-0.14292930733775205	0.12838618838206506	Specific	Specific	7	0.30286119899437386	-0.13091875338829262	0.12431760432763869	Specific	Specific		0.2673188425321498	-0.06686591198606438	0.2146344197805476	Specific	Specific	9	0.1366421307013714	0.02999898270817353	-0.18485756686427748	Specific	Spurious	7	0.09240226578929613	0.044862611299357986	-0.06286331883390343	No	No		0.18836470211801506	-0.053340792005921504	-0.1138514580841851	Specific	Spurious
		data is the same BIDS_raw and BIDS_input-RABIES	2003	200304	2	1	B190612	1	rat	Sprague-Dawley	Sprague-Dawley	m	8-15 weeks	250-400	f	y	y	n	y	isoflurane (1,5-2%)	not recorded	not recorded	not recorded	Bruker	7	n	GE-EPI	2000	15	27.0	0,26 x 0,26			sub-0200304_ses-1_run-1	_split_name_sub-0200304_ses-1_run-1_task-rest_bold	55	/project/4180000.36/awake/bids/rat_complete/sub-0200304/ses-1/func/sub-0200304_ses-1_run-1_task-rest_bold.nii.gz	func_func_sub-0200304_ses-1_run-1_task-rest_bold_56.png	0.26	1.0	0.26041666	false	21.90616316522072	0.21367367786973812	0.07363913307846878	90	36	0.5924370694331712	0.34983151846568594	0.14447093099642355	Non-specific	Non-specific	25	0.5144992413496231	0.23202336936343188	0.1372359450677606	Non-specific	Non-specific	3	0.3176376662681499	-0.22947166598328644	-0.429669477615586	Specific	Spurious	36	0.6714602446947094	0.3875955788984869	0.2131920782798907	Non-specific	Non-specific	25	0.5991118329276502	0.32295575644395436	0.13095175190367347	Non-specific	Non-specific	3	0.2117572936449601	-0.36506534815789404	-0.479402196692073	Specific	Spurious	36	0.6812378907081352	0.4347684388831391	0.25113456626076014	Non-specific	Non-specific	25	0.5875728589655428	0.3001212127983402	0.2595769962346122	Non-specific	Non-specific	3	-0.010375424997912731	-0.2901086615399036	-0.41887440228784933	Spurious	Spurious
		data is the same BIDS_raw and BIDS_input-RABIES	2003	200304	2	1	B190612	2	rat	Sprague-Dawley	Sprague-Dawley	m	8-15 weeks	250-400	f	y	y	n	y	isoflurane (1,5-2%)	not recorded	not recorded	not recorded	Bruker	7	n	GE-EPI	2000	15	27.0	0,26 x 0,26			sub-0200304_ses-1_run-2	_split_name_sub-0200304_ses-1_run-2_task-rest_bold	56	/project/4180000.36/awake/bids/rat_complete/sub-0200304/ses-1/func/sub-0200304_ses-1_run-2_task-rest_bold.nii.gz	func_func_sub-0200304_ses-1_run-2_task-rest_bold_57.png	0.26	1.0	0.26041666	false	23.950940901957917	0.1401038127506387	0.0750198617512045	90	25	0.3525627065853063	-0.36747840819365135	-0.11535009000349043	Specific	Spurious	19	0.35891609704616484	-0.37230789341281995	-0.07703839336205694	Specific	Spurious	6	0.19414378405551788	0.019142683292533116	-0.32405171150898265	Specific	Spurious	25	0.29021509914326493	-0.30530397239434476	-0.3339820440604402	Specific	Spurious	19	0.3097425540265583	-0.3272461072027183	-0.23006284258855886	Specific	Spurious	6	0.08251143129772508	-0.08389921164841299	-0.35869139260570165	No	Spurious	25	0.4626101091389821	0.15810877416334781	-0.1679407375205571	Non-specific	Spurious	19	0.43502865455390965	0.06468325046746026	-0.07245509352327262	Specific	No	6	0.4169593728223508	-0.0897613775896849	-0.2479613524859172	Specific	Spurious
		data is the same BIDS_raw and BIDS_input-RABIES	2003	200304	2	1	B190612	3	rat	Sprague-Dawley	Sprague-Dawley	m	8-15 weeks	250-400	f	y	y	n	y	isoflurane (1,5-2%)	not recorded	not recorded	not recorded	Bruker	7	n	GE-EPI	2000	15	27.0	0,26 x 0,26			sub-0200304_ses-1_run-3	_split_name_sub-0200304_ses-1_run-3_task-rest_bold	57	/project/4180000.36/awake/bids/rat_complete/sub-0200304/ses-1/func/sub-0200304_ses-1_run-3_task-rest_bold.nii.gz	func_func_sub-0200304_ses-1_run-3_task-rest_bold_58.png	0.26	1.0	0.26041666	false	21.283928166000287	0.31642831607121386	0.08022445254127335	90	30	0.6334152942663196	-0.0012062513831667724	-0.05119434973140069	Specific	No	22	0.5176736844209145	0.03390249022927321	0.049460025319024964	Specific	No	7	0.16786300880871008	-0.12507724347795046	0.16284717097193901	Specific	Specific	30	0.6109182918900433	-0.023000964037320933	-0.0450454904769909	Specific	No	22	0.502485577813891	0.12729364670700602	0.17050780389654918	Non-specific	Non-specific	7	0.12797690876124476	-0.11351981912034008	0.14557089105516893	Specific	Specific	30	0.5982395205487426	0.254038779632843	0.04703486997892908	Non-specific	Spurious	22	0.6216680196564566	0.3644303925925318	0.262038758311014	Non-specific	Non-specific	7	0.4417170256173057	0.4419007551031955	0.479998066668143	Non-specific	Non-specific
		data is the same BIDS_raw and BIDS_input-RABIES	2003	200304	2	1	B190612	4	rat	Sprague-Dawley	Sprague-Dawley	m	8-15 weeks	250-400	f	y	y	n	y	isoflurane (1,5-2%)	not recorded	not recorded	not recorded	Bruker	7	n	GE-EPI	2000	15	27.0	0,26 x 0,26			sub-0200304_ses-1_run-4	_split_name_sub-0200304_ses-1_run-4_task-rest_bold	58	/project/4180000.36/awake/bids/rat_complete/sub-0200304/ses-1/func/sub-0200304_ses-1_run-4_task-rest_bold.nii.gz	func_func_sub-0200304_ses-1_run-4_task-rest_bold_59.png	0.26	1.0	0.26041666	false	20.51815081372805	0.4379411975101325	0.11532402271338427	90	30	-0.15184142952032453	0.14609720048451538	-0.08877824110875586	Spurious	Spurious	27	-0.20632836115010944	0.1769364409158662	-0.19553474245577693	Spurious	Spurious	16	-0.2055091645979405	-0.32727745147973436	-0.19947246654956433	Spurious	Spurious	30	-0.007999026952532361	0.2889200742782142	-0.020349456467062436	Spurious	Spurious	27	-0.09413304921770066	0.3368992697054045	-0.1156978912749461	Spurious	Spurious	16	-0.17975706579182946	-0.2252324469134618	-0.20909452788123845	Spurious	Spurious	30	0.035818969392208015	0.2842262749379931	0.11388997153797484	Spurious	Non-specific	27	0.05559446625904251	0.3564158449548199	0.10778524598923446	Spurious	Non-specific	16	-0.09914448272973964	-0.22933099500020307	-0.13832482727479875	Spurious	Spurious
		data is the same BIDS_raw and BIDS_input-RABIES	2003	200305	5	1	B200612	1	rat	Sprague-Dawley	Sprague-Dawley	m	8-15 weeks	250-400	f	y	y	n	y	isoflurane (1,5-2%)	not recorded	not recorded	not recorded	Bruker	7	n	GE-EPI	2000	15	21.0	0,26 x 0,26			sub-0200305_ses-1_run-1	_split_name_sub-0200305_ses-1_run-1_task-rest_bold	59	/project/4180000.36/awake/bids/rat_complete/sub-0200305/ses-1/func/sub-0200305_ses-1_run-1_task-rest_bold.nii.gz	func_func_sub-0200305_ses-1_run-1_task-rest_bold_60.png	0.26	1.0	0.26041666	false	28.00963453855087	0.019946461524711703	0.009685044582209344	90	3	-0.09607311187317576	-0.042532759195898794	0.016806047489497922	No	No	3	-0.09607311187317576	-0.042532759195898794	0.016806047489497922	No	No		-0.049730519245944946	0.03542973825995722	0.010204118179541028	No	No	3	-0.04970491571713111	0.02277631649287337	0.01805311923964371	No	No	3	-0.04970491571713111	0.02277631649287337	0.01805311923964371	No	No		0.01718167902835626	0.1218398122949441	0.014289702613771146	Spurious	Spurious	3	-0.030096007794230027	0.0077204848255586715	-0.0628608335509349	No	No	3	-0.03055176062898129	0.008421772230518236	-0.06387974166833026	No	No		-0.1476113413341707	0.049716149223077925	0.08293965077398778	Spurious	No
