exclude	exclude.reason	comments	rodent.ds	rodent.sub	animal.id.orig	rodent.session	rodent.session.orig	rodent.run	rodent.species	rodent.strain	rodent.strain.orig	rodent.sex	rodent.age	rodent.weight	main.experimenter.gender	head-plate	body.restrained	free.behaving	anesthesia.before.acquisition	anesthesia.before.acquisition.orig	average.breathing.rate	average.heart.rate	average.temperature	MRI.vendor	MRI.field.strength	MRI.cryocoil	fMRI.sequence	MRI.TR	MRI.TE	MRI.in.plane.resolution	MRI.slice.thickness	Link.to.paper	Link.to.Download.data	scan	scan_dir	""	FileAddress	corresponding_img	SpatRx	SpatRy	SpatRz	Ghosting	aidaqc.tsnr	aidaqc.dist	fd.mean	total.frames	dropped.frames.gsr1	s1.specific.gsr1	s1.unspecific.gsr1	thal.specific.gsr1	s1.cat.gsr1	thal.cat.gsr1	dropped.frames.gsr2	s1.specific.gsr2	s1.unspecific.gsr2	thal.specific.gsr2	s1.cat.gsr2	thal.cat.gsr2	dropped.frames.gsr3	s1.specific.gsr3	s1.unspecific.gsr3	thal.specific.gsr3	s1.cat.gsr3	thal.cat.gsr3	dropped.frames.wmcsf1	s1.specific.wmcsf1	s1.unspecific.wmcsf1	thal.specific.wmcsf1	s1.cat.wmcsf1	thal.cat.wmcsf1	dropped.frames.wmcsf2	s1.specific.wmcsf2	s1.unspecific.wmcsf2	thal.specific.wmcsf2	s1.cat.wmcsf2	thal.cat.wmcsf2	dropped.frames.wmcsf3	s1.specific.wmcsf3	s1.unspecific.wmcsf3	thal.specific.wmcsf3	s1.cat.wmcsf3	thal.cat.wmcsf3	dropped.frames.aCompCor1	s1.specific.aCompCor1	s1.unspecific.aCompCor1	thal.specific.aCompCor1	s1.cat.aCompCor1	thal.cat.aCompCor1	dropped.frames.aCompCor2	s1.specific.aCompCor2	s1.unspecific.aCompCor2	thal.specific.aCompCor2	s1.cat.aCompCor2	thal.cat.aCompCor2	dropped.frames.aCompCor3	s1.specific.aCompCor3	s1.unspecific.aCompCor3	thal.specific.aCompCor3	s1.cat.aCompCor3	thal.cat.aCompCor3
		fslorient. 1 anat img per subj, in ses-1. 	1005a	100500	1	1	E17	1	mouse	C57BL/6	C57BL/6	m	NA	NA	f	y	y	n	Isoflurane	isoflurane	NA	NA	NA	Bruker	9.4	y	GE-EPI	1500	12.5	0.18*0.18	0.4			sub-0100500_ses-1_run-1	_split_name_sub-0100500_ses-1_run-1_task-rest_bold	1	/project/4180000.36/awake/bids/mouse/sub-0100500/ses-1/func/sub-0100500_ses-1_run-1_task-rest_bold.nii.gz	func_func_sub-0100500_ses-1_run-1_task-rest_bold_2.png	0.17999995	0.5	0.18	false	26.156456568357314	0.05968782448435979	0.007304271945560729	600	22	-0.370667145378578	0.033007190214089065	-0.07117606886486812	Spurious	No	22	-0.370667145378578	0.033007190214089065	-0.07117606886486812	Spurious	No		-0.3820281138016002	0.027912100652283403	-0.11132146925403526	Spurious	Spurious	22	-0.23985767943052455	0.04013620742176319	-0.09553466265975108	Spurious	No	22	-0.23985767943052455	0.04013620742176319	-0.09553466265975108	Spurious	No		-0.2563091776762053	0.02334201228249066	-0.1531275416954473	Spurious	Spurious	22	0.24389533606995625	0.06312642280131986	0.06927764897757878	Specific	No	22	0.24390519993615434	0.06313734582328334	0.06929502246015086	Specific	No		0.07062081788170071	0.05176339995249897	0.08348895600463797	No	No
		fslorient	1005a	100500	1	2	E18	1	mouse	C57BL/6	C57BL/6	m	NA	NA	f	y	y	n	Isoflurane	isoflurane	NA	NA	NA	Bruker	9.4	y	GE-EPI	1500	12.5	0.18*0.18	0.4			sub-0100500_ses-2_run-1	_split_name_sub-0100500_ses-2_run-1_task-rest_bold	0	/project/4180000.36/awake/bids/mouse/sub-0100500/ses-2/func/sub-0100500_ses-2_run-1_task-rest_bold.nii.gz	func_func_sub-0100500_ses-2_run-1_task-rest_bold_1.png	0.17999995	0.5	0.18	false	25.049242928604833	0.09593647172540877	0.009585727460962635	600	101	0.19451381389341524	-0.1411629682920641	0.021545529680154905	Specific	Spurious	101	0.19451381389341524	-0.1411629682920641	0.021545529680154905	Specific	Spurious		0.29575533025547945	-0.03504475925907444	0.5777734335224771	Specific	Specific	101	0.31404546064524064	-0.025105951591290795	0.14495462108988408	Specific	Specific	101	0.31404546064524064	-0.025105951591290795	0.14495462108988408	Specific	Specific		0.3198748340752062	0.0666237537745941	0.5945903376137962	Specific	Specific	101	0.36051126271810013	-0.06491861729210698	0.021706631895941714	Specific	No	101	0.36049810796612647	-0.06498472648717367	0.021676597438707448	Specific	No		0.2859826261587304	-0.023952670201224192	0.5069808883063884	Specific	Specific
		fslorient	1005a	100500	1	3	E23	1	mouse	C57BL/6	C57BL/6	m	NA	NA	f	y	y	n	Isoflurane	isoflurane	NA	NA	NA	Bruker	9.4	y	GE-EPI	1500	25.0	0.125*0.125	0.4			sub-0100500_ses-3_run-1	_split_name_sub-0100500_ses-3_run-1_task-rest_bold	2	/project/4180000.36/awake/bids/mouse/sub-0100500/ses-3/func/sub-0100500_ses-3_run-1_task-rest_bold.nii.gz	func_func_sub-0100500_ses-3_run-1_task-rest_bold_3.png	0.125	0.39999998	0.125	false	22.991140037920246	0.11706966416110381	0.011230803923952063	600	50	-0.005756603497440914	-0.04891736043642468	0.08422199476254918	No	No	49	-0.009276877903049832	-0.05273671908250725	0.08378107133194412	No	No		-0.030080186283221063	0.019284853672457008	0.09162807747340741	No	No	50	-0.05804164211433308	-0.0467358542431898	0.076367164482979	No	No	49	-0.060790022786668035	-0.0487750753460276	0.07664021779105426	No	No		-0.05023378091756795	0.013824633200537931	0.06869181415228776	No	No	50	0.05072367951925096	0.31359573894061404	0.23411332962425058	Spurious	Non-specific	49	0.049271397745106124	0.31203965357275726	0.23437737210332796	Spurious	Non-specific		0.04900111955353325	0.28138211339297775	0.1295600362384	Spurious	Non-specific
		fslorient	1005a	100500	1	4	E20	1	mouse	C57BL/6	C57BL/6	m	NA	27.4	f	y	y	n	Isoflurane	isoflurane	NA	NA	NA	Bruker	9.4	y	GE-EPI	1500	25.0	0.125*0.125	0.4			sub-0100500_ses-4_run-1	_split_name_sub-0100500_ses-4_run-1_task-rest_bold	3	/project/4180000.36/awake/bids/mouse/sub-0100500/ses-4/func/sub-0100500_ses-4_run-1_task-rest_bold.nii.gz	func_func_sub-0100500_ses-4_run-1_task-rest_bold_4.png	0.125	0.39999998	0.125	false	24.89801995750084	0.06626809702643861	0.00520793061409282	600	66	0.1882753380437969	0.1278113199287783	-0.026656801624946356	Non-specific	Spurious	66	0.1882753380437969	0.1278113199287783	-0.026656801624946356	Non-specific	Spurious		0.17881136287267052	0.14628772097692622	0.04087858233985385	Non-specific	Spurious	66	0.21443871913296622	0.08017493421616817	-0.006938228793647912	Specific	No	66	0.21443871913296622	0.08017493421616817	-0.006938228793647912	Specific	No		0.21123562270313886	0.12282914037789046	0.0662792377742609	Non-specific	Spurious	66	0.20598094606968428	0.09312101774143011	0.03377162029861299	Specific	No	66	0.2059998898147964	0.0930060585195327	0.03359588374985574	Specific	No		0.25979773723382965	0.18976937513260836	0.12084719588415192	Non-specific	Non-specific
		fslorient	1005a	100500	1	5	E29	1	mouse	C57BL/6	C57BL/6	m	NA	27.4	f	y	y	n	Isoflurane	isoflurane	NA	NA	NA	Bruker	9.4	y	GE-EPI	2500	25.0	0.125*0.125	0.4			sub-0100500_ses-5_run-1	_split_name_sub-0100500_ses-5_run-1_task-rest_bold	4	/project/4180000.36/awake/bids/mouse/sub-0100500/ses-5/func/sub-0100500_ses-5_run-1_task-rest_bold.nii.gz	func_func_sub-0100500_ses-5_run-1_task-rest_bold_5.png	0.125	0.39999998	0.125	false	25.622410592633468	0.08009848670189387	0.0048110219292016735	600	69	0.10390798147073073	0.16237694304656716	0.17029326622576857	Non-specific	Non-specific	69	0.10390798147073073	0.16237694304656716	0.17029326622576857	Non-specific	Non-specific		0.1087907196791321	0.20415061228070433	0.1929005074144519	Non-specific	Non-specific	69	0.10504826261332365	0.16071410619031065	0.19660741105303536	Non-specific	Non-specific	69	0.10504826261332365	0.16071410619031065	0.19660741105303536	Non-specific	Non-specific		0.10182196855714754	0.18051244570081626	0.18745633191729164	Non-specific	Non-specific	69	0.17073999343411683	-0.009931975737096777	0.1124084336728519	Specific	Specific	69	0.17074729448019518	-0.01033380020044604	0.11229000833292341	Specific	Specific		0.19999256713134644	0.15227577498254286	0.19515749130028018	Non-specific	Non-specific
		fslorient. 1 anat img per subj, in ses-1 only keep T2 anat img	1005a	100502	7	1	E7	1	mouse	C57BL/6	C57BL/6	m	NA	NA	f	y	y	n	Isoflurane	isoflurane	NA	NA	NA	Bruker	9.4	y	GE-EPI	1500	12.5	0.18*0.18	0.4			sub-0100502_ses-1_run-1	_split_name_sub-0100502_ses-1_run-1_task-rest_bold	7	/project/4180000.36/awake/bids/mouse/sub-0100502/ses-1/func/sub-0100502_ses-1_run-1_task-rest_bold.nii.gz	func_func_sub-0100502_ses-1_run-1_task-rest_bold_8.png	0.17999995	0.5	0.18	false	28.50393290740205	0.0729404786570993	0.005412137577433645	600	35	0.46394659376977126	0.07225469688883643	0.06838221987706057	Specific	No	35	0.46394659376977126	0.07225469688883643	0.06838221987706057	Specific	No		0.3900823997597028	0.11465797471964992	0.1651329349569376	Non-specific	Non-specific	35	0.42784236268827974	0.12207481633757011	0.134573543930118	Non-specific	Non-specific	35	0.42784236268827974	0.12207481633757011	0.134573543930118	Non-specific	Non-specific		0.33008480217360103	0.15147669355221047	0.22877875074826917	Non-specific	Non-specific	35	0.12449153772972595	0.028331783899751935	0.04430973150423161	Specific	No	35	0.12449179063890012	0.02833202741393659	0.04430989682083315	Specific	No		0.17165261377542052	0.089551202269325	0.11081767989959218	Specific	Specific
		fslorient. only keep T2 anat img	1005a	100502	7	2	E18	1	mouse	C57BL/6	C57BL/6	m	NA	NA	f	y	y	n	Isoflurane	isoflurane	NA	NA	NA	Bruker	9.4	y	SE-EPI	1500	25.0	0.15*0.15	0.4			sub-0100502_ses-2_run-1	_split_name_sub-0100502_ses-2_run-1_task-rest_bold	6	/project/4180000.36/awake/bids/mouse/sub-0100502/ses-2/func/sub-0100502_ses-2_run-1_task-rest_bold.nii.gz	func_func_sub-0100502_ses-2_run-1_task-rest_bold_7.png	0.14999998	0.39999998	0.14999998	false	24.06939641808479	0.07299281856075361	0.013451771042443973	600	53	0.021324200864919464	0.2239066351960421	-0.1091524647795149	Spurious	Spurious	53	0.021324200864919464	0.2239066351960421	-0.1091524647795149	Spurious	Spurious		-0.0030594963211975665	0.032664257014296746	-0.0344628668537256	No	No	53	-0.001471246457446299	0.23074721549144322	-0.1192975679260503	Spurious	Spurious	53	-0.001471246457446299	0.23074721549144322	-0.1192975679260503	Spurious	Spurious		-0.0035835287873373224	0.09971456175459603	-0.06350593732893349	No	No	53	0.09007036880989017	0.23844016625901207	-0.12608080880357192	Spurious	Spurious	53	0.09007388093677884	0.23843956325317744	-0.12608299940771944	Spurious	Spurious		0.026899963721592413	0.1377788346312378	-0.03787676638002809	Spurious	Spurious
		fslorient. only keep T2 anat img	1005a	100502	7	3	E19	1	mouse	C57BL/6	C57BL/6	m	NA	NA	f	y	y	n	Isoflurane	isoflurane	NA	NA	NA	Bruker	9.4	y	SE-EPI	1500	25.0	0.15*0.15	0.4			sub-0100502_ses-3_run-1	_split_name_sub-0100502_ses-3_run-1_task-rest_bold	8	/project/4180000.36/awake/bids/mouse/sub-0100502/ses-3/func/sub-0100502_ses-3_run-1_task-rest_bold.nii.gz	func_func_sub-0100502_ses-3_run-1_task-rest_bold_9.png	0.14999998	0.39999998	0.14999998	false	25.24925509862547	0.05757528789842541	0.005914287973505629	600	76	0.11531445530375127	-0.2240234599887633	0.007499852854819827	Specific	Spurious	76	0.11531445530375127	-0.2240234599887633	0.007499852854819827	Specific	Spurious		0.04993513838040562	-0.12795508167384048	-0.008392768038874992	Spurious	Spurious	76	0.1177147646616983	-0.19843565948831504	0.0403800463114726	Specific	Spurious	76	0.1177147646616983	-0.19843565948831504	0.0403800463114726	Specific	Spurious		0.05985531758657355	-0.08304597705795404	0.00240165827019172	No	No	76	-0.00040638788568053154	-0.10449796091777358	-0.006353583274252418	Spurious	Spurious	76	-0.006440866429760168	-0.10044768042354493	-0.0765587210781287	Spurious	Spurious		0.030475511871556137	-0.15304404011569764	-0.06114453114477302	Spurious	Spurious
		fslorient. 1 anat img per subj, in ses-1	1005a	100503	15	1	E19	1	mouse	C57BL/6	C57BL/6	m	NA	NA	f	y	y	n	Isoflurane	isoflurane	NA	NA	NA	Bruker	9.4	y	SE-EPI	1500	25.0	0.15*0.15	0.4			sub-0100503_ses-1_run-1	_split_name_sub-0100503_ses-1_run-1_task-rest_bold	10	/project/4180000.36/awake/bids/mouse/sub-0100503/ses-1/func/sub-0100503_ses-1_run-1_task-rest_bold.nii.gz	func_func_sub-0100503_ses-1_run-1_task-rest_bold_11.png	0.14999998	0.39999998	0.14999998	false	26.285929088070578	0.08392886019955627	0.004801921773833948	600	45	0.03504577708837376	-0.33690635846335487	-0.03704215022501157	Spurious	Spurious	45	0.03504577708837376	-0.33690635846335487	-0.03704215022501157	Spurious	Spurious		0.0004931605324835391	-0.3007697135370721	-0.024262896459220883	Spurious	Spurious	45	0.08770655957524577	-0.2870447826833109	0.002603405992024521	Spurious	Spurious	45	0.08770655957524577	-0.2870447826833109	0.002603405992024521	Spurious	Spurious		0.0783926787969411	-0.24354835743621428	0.013985551157109104	Spurious	Spurious	45	-0.0016795078803525413	-0.07909053425643156	0.03042379244191066	No	No	45	-0.03267492990685944	-0.10644637216645238	0.04195273995325849	Spurious	Spurious		0.05151962865978112	-0.14959445356707304	0.0590140548794405	Spurious	Spurious
		fslorient	1005a	100503	15	2	E20	1	mouse	C57BL/6	C57BL/6	m	NA	NA	f	y	y	n	Isoflurane	isoflurane	NA	NA	NA	Bruker	9.4	y	SE-EPI	1500	25.0	0.15*0.15	0.4			sub-0100503_ses-2_run-1	_split_name_sub-0100503_ses-2_run-1_task-rest_bold	11	/project/4180000.36/awake/bids/mouse/sub-0100503/ses-2/func/sub-0100503_ses-2_run-1_task-rest_bold.nii.gz	func_func_sub-0100503_ses-2_run-1_task-rest_bold_12.png	0.14999998	0.39999998	0.14999998	false	26.404900916066012	0.051456813299343054	0.004680844453294861	600	35	0.10640711180743967	-0.11623781567486494	0.018956459352517798	Specific	Spurious	35	0.10640711180743967	-0.11623781567486494	0.018956459352517798	Specific	Spurious		0.09796387444621314	-0.11203315401784443	0.08154826452180053	Spurious	Spurious	35	0.11161353299254428	-0.12331488950370104	0.00927869213720755	Specific	Spurious	35	0.11161353299254428	-0.12331488950370104	0.00927869213720755	Specific	Spurious		0.10528122605462971	-0.11732994485363213	0.06205283253483565	Specific	Spurious	35	0.11741908462106615	-0.1494563736640041	0.0367676273850727	Specific	Spurious	35	0.17031194758826107	-0.157136949346787	0.03424791569213879	Specific	Spurious		0.17175867347121135	-0.1199373969340224	0.01822131237079557	Specific	Spurious
		fslorient. 1 anat img per subj, in ses-1	1005a	100504	16	1	E26	1	mouse	C57BL/6	C57BL/6	m	NA	NA	f	y	y	n	Isoflurane	isoflurane	NA	NA	NA	Bruker	9.4	y	GE-EPI	1500	25.0	0.14*0.14	0.4			sub-0100504_ses-1_run-1	_split_name_sub-0100504_ses-1_run-1_task-rest_bold	14	/project/4180000.36/awake/bids/mouse/sub-0100504/ses-1/func/sub-0100504_ses-1_run-1_task-rest_bold.nii.gz	func_func_sub-0100504_ses-1_run-1_task-rest_bold_15.png	0.13999999	0.39999998	0.13999999	false	22.745414117401292	0.18448684071547722	0.024289982253785754	600	93	0.27641197774289344	NaN	-0.39659126625366886	Spurious	Spurious	62	0.2479964119877801	NaN	-0.37691463292189886	Spurious	Spurious		0.16839707825460054	NaN	-0.31276844977548246	Spurious	Spurious	93	0.2745255937830438	NaN	-0.38108422918747514	Spurious	Spurious	62	0.24710695206718578	NaN	-0.36192819577215396	Spurious	Spurious		0.1793759521602731	NaN	-0.3068649942181105	Spurious	Spurious	93	0.25066436669324105	NaN	-0.21453903428526125	Spurious	Spurious	62	0.23856147932069427	NaN	-0.1803619170878362	Spurious	Spurious		0.2010805022483564	NaN	-0.29223516552012846	Spurious	Spurious
		fslorient	1005a	100504	16	2	E35	1	mouse	C57BL/6	C57BL/6	m	NA	NA	f	y	y	n	Isoflurane	isoflurane	NA	NA	NA	Bruker	9.4	y	GE-EPI	1500	12.5	0.18*0.18	0.4			sub-0100504_ses-2_run-1	_split_name_sub-0100504_ses-2_run-1_task-rest_bold	12	/project/4180000.36/awake/bids/mouse/sub-0100504/ses-2/func/sub-0100504_ses-2_run-1_task-rest_bold.nii.gz	func_func_sub-0100504_ses-2_run-1_task-rest_bold_13.png	0.17999995	0.5	0.18	false	19.947259240561984	0.13341765415111317	0.02168049596505024	600	141	-0.4094890726896708	-0.054849284365450425	-0.08735261216446762	Spurious	No	136	-0.39390776456934123	-0.056581117056638826	-0.07941230694993062	Spurious	No		-0.41689731023885906	-0.19553774652682035	-0.250999860737875	Spurious	Spurious	141	-0.3976676198550672	-0.08476086491625977	-0.06464630954915054	Spurious	No	136	-0.37866642875571555	-0.085571730852023	-0.05893514073006961	Spurious	No		-0.4556982213273006	-0.22783260947264228	-0.19356612544601162	Spurious	Spurious	141	-0.12619476340921423	0.1330862821564815	-0.030408337666271188	Spurious	Spurious	136	-0.12324706077744865	0.12260909228375723	-0.032939893853741256	Spurious	Spurious		-0.1573622580864028	-0.03501827315196814	-0.02463723938934402	Spurious	No
		fslorient	1005a	100504	16	3	E57	1	mouse	C57BL/6	C57BL/6	m	NA	NA	f	y	y	n	Isoflurane	isoflurane	NA	NA	NA	Bruker	9.4	y	GE-EPI	1500	12.5	0.18*0.18	0.4			sub-0100504_ses-3_run-1	_split_name_sub-0100504_ses-3_run-1_task-rest_bold	13	/project/4180000.36/awake/bids/mouse/sub-0100504/ses-3/func/sub-0100504_ses-3_run-1_task-rest_bold.nii.gz	func_func_sub-0100504_ses-3_run-1_task-rest_bold_14.png	0.17999995	0.39999998	0.18	false	25.54709558782294	0.09093249025748935	0.013643088135484514	600	64	-0.09237671057716026	-0.3173346038580227	-0.27592733591013496	Spurious	Spurious	63	-0.08961861666936954	-0.3204743148316973	-0.2687276117922182	Spurious	Spurious		0.08139663662167365	-0.18337782984763476	-0.18063510156726575	Spurious	Spurious	64	-0.10016191229659295	-0.3271956739274758	-0.2895420216324309	Spurious	Spurious	63	-0.09974538761534195	-0.3327129720258818	-0.28354428030432516	Spurious	Spurious		0.05234140292909706	-0.16872613720870672	-0.24855651643050777	Spurious	Spurious	64	-0.14437962474102622	-0.009073361970283739	-0.11742184093978411	Spurious	Spurious	63	-0.15478029776083133	-0.013765668708597153	-0.13150696307893978	Spurious	Spurious		0.1219514316707624	0.06034916096927763	-0.097652318840689	Specific	No
		3dresample	1006	100600	jgrCAM408726	2	2	3	mouse	C57BL/6	C57BL/6J // Charles River // Ger	f	9 months	32.2	m	y	n	y	Isoflurane	Isoflurane				Bruker	11.7	n	GE-EPI	1000	0.014	0.283 x 0.298	0.45			sub-0100600_ses-2_run-3	_split_name_sub-0100600_ses-2_run-3_task-rest_bold	307	/project/4180000.36/awake/bids/mouse/sub-0100600/ses-2/func/sub-0100600_ses-2_run-3_task-rest_bold.nii.gz	func_func_sub-0100600_ses-2_run-3_task-rest_bold_308.png	0.283	0.45	0.289	false	15.549763751338256	0.12519969981948617	0.049675320071794093	300	60	-0.016707633535310577	0.03993886146089657	0.5869082761510405	No	Specific	9	-0.08281491792178111	0.07343872170994523	0.516138450585312	No	Specific		-0.1942694292087388	0.04473529358806686	0.4651865104722999	Spurious	Specific	60	-0.022337220369614507	0.05596757447818985	0.5537637349096161	No	Specific	9	-0.09272667254403875	0.07163876118931183	0.49648492943068684	No	Specific		-0.19584037512922034	0.05773138461089208	0.4389034771041843	Spurious	Specific	60	-0.16124809308236435	0.11615182708032645	0.3969950810829129	Spurious	Non-specific	9	-0.24582546136544767	0.1808316446719432	0.2923244260538399	Spurious	Non-specific		-0.22551610514466824	0.18250704036025509	0.31961192598181326	Spurious	Non-specific
		3dresample	1006	100600	jgrCAM408726	6	6	1	mouse	C57BL/6	C57BL/6J // Charles River // Ger	f	11 months	35.2	m	y	n	y	Isoflurane	Isoflurane				Bruker	11.7	n	GE-EPI	1000	0.014	0.283 x 0.298	0.45			sub-0100600_ses-6_run-1	_split_name_sub-0100600_ses-6_run-1_task-rest_bold	308	/project/4180000.36/awake/bids/mouse/sub-0100600/ses-6/func/sub-0100600_ses-6_run-1_task-rest_bold.nii.gz	func_func_sub-0100600_ses-6_run-1_task-rest_bold_309.png	0.283	0.45	0.289	false	15.9426440343063	0.15762964672919802	0.04120488396864285	300	33	0.42299121189818156	0.28737549005272467	0.3053119508177574	Non-specific	Non-specific	13	0.45800212891997333	0.28755239190151455	0.2680762489973446	Non-specific	Non-specific		0.4704623265877755	0.30146589408296015	0.2023332633466074	Non-specific	Non-specific	33	0.3575419807485955	0.3700421294742356	0.24547080724265452	Non-specific	Non-specific	13	0.4030570642233154	0.38170350541595377	0.24527373315685905	Non-specific	Non-specific		0.43151247840598206	0.34914356660206286	0.17533400312822034	Non-specific	Non-specific	33	-0.007760234442122064	-0.19803523668794856	0.20807159821975404	Spurious	Specific	13	0.028944361260009818	-0.16429619805850154	0.17258342912760938	Spurious	Specific		0.06916187611824327	-0.12697196979167039	0.01626494831064242	Spurious	Spurious
		3dresample	1006	100601	jgrCAM408731	1	1	1	mouse	C57BL/6	C57BL/6J // Charles River // Ger	f	11 months	26.2	m	y	n	y	Isoflurane	Isoflurane				Bruker	11.7	n	GE-EPI	1000	0.014	0.283 x 0.298	0.45			sub-0100601_ses-1_run-1	_split_name_sub-0100601_ses-1_run-1_task-rest_bold	309	/project/4180000.36/awake/bids/mouse/sub-0100601/ses-1/func/sub-0100601_ses-1_run-1_task-rest_bold.nii.gz	func_func_sub-0100601_ses-1_run-1_task-rest_bold_310.png	0.283	0.45	0.289	false	17.98186407897839	0.10179547650859948	0.05411444067639723	300	81	-0.33690426362409354	0.071571861381238	0.042932377141939426	Spurious	No	18	-0.49848144646509723	-0.08690640961929062	0.10105036172522737	Spurious	Specific		-0.39638290302342083	-0.010353433503516014	0.17547548008413763	Spurious	Specific	81	-0.2656296441322043	-0.013336193056327527	0.15556987454160845	Spurious	Specific	18	-0.4439623315302889	-0.10426804371592344	0.2136504776735213	Spurious	Specific		-0.33841214060126684	-0.03421658688767026	0.24937316530894477	Spurious	Specific	81	-0.122932792153823	-0.10912927410371094	-0.1503713638719457	Spurious	Spurious	18	-0.25707279689186635	-0.11309957422060604	-0.13910699854325717	Spurious	Spurious		-0.006320536483625028	-0.06447335018304189	-0.07853827625069708	No	No
		3dresample	1006	100601	jgrCAM408731	5	5	3	mouse	C57BL/6	C57BL/6J // Charles River // Ger	f	13 months	29.2	m	y	n	y	Isoflurane	Isoflurane				Bruker	11.7	n	GE-EPI	1000	0.014	0.283 x 0.298	0.45			sub-0100601_ses-5_run-3	_split_name_sub-0100601_ses-5_run-3_task-rest_bold	310	/project/4180000.36/awake/bids/mouse/sub-0100601/ses-5/func/sub-0100601_ses-5_run-3_task-rest_bold.nii.gz	func_func_sub-0100601_ses-5_run-3_task-rest_bold_311.png	0.283	0.45	0.289	false	19.24481076857486	0.10816569040303964	0.054330890764451495	300	111	-0.08542079856661106	0.05541651680638897	0.1508462144841046	No	Specific	13	-0.21183252979582973	-0.1585983358589072	-0.23295982570108562	Spurious	Spurious		-0.4125438088309652	-0.23760217360191752	-0.10093729850526469	Spurious	Spurious	111	-0.2250600413324151	0.052436315414636725	0.10731646783607933	Spurious	Specific	13	-0.2682869726987806	-0.12070803881169041	-0.22725017648808984	Spurious	Spurious		-0.41583482612462636	-0.21653228858587262	-0.10155442092121549	Spurious	Spurious	111	-0.22136418903503813	-0.11600194219732622	0.20993184537490955	Spurious	Specific	13	-0.4020876700244089	-0.24062585189245247	-0.2395323691322254	Spurious	Spurious		-0.41233928319778396	-0.20488305193473333	-0.13982708772745164	Spurious	Spurious
		3dresample	1006	100602	rvrAWAKE435267	2	2	1	mouse	C57BL/6	C57BL/6J // Charles River // Ger	m	5 months	34.6	m	y	n	y	Isoflurane	Isoflurane				Bruker	11.7	n	GE-EPI	1000	0.014	0.283 x 0.298	0.45			sub-0100602_ses-2_run-1	_split_name_sub-0100602_ses-2_run-1_task-rest_bold	311	/project/4180000.36/awake/bids/mouse/sub-0100602/ses-2/func/sub-0100602_ses-2_run-1_task-rest_bold.nii.gz	func_func_sub-0100602_ses-2_run-1_task-rest_bold_312.png	0.283	0.45	0.289	false	12.381542295974915	0.19475953015065955	0.09400901003986917	720	396	-0.1266492569248407	0.16632352745517695	0.5645726145259894	Spurious	Non-specific	78	-0.26765302598221646	-0.021868810239516766	0.49461136984391335	Spurious	Specific	32	-0.27188792019558616	-0.03524317599322859	0.5559645492882104	Spurious	Specific	396	-0.09612025437774392	0.21432310803175483	0.3887183865710683	Spurious	Non-specific	78	-0.21658734563450047	-0.001867029548907186	0.3686857218361969	Spurious	Specific	32	-0.27298658085647487	0.06665995815780623	0.4563578354020994	Spurious	Specific	396	-0.14837230061151366	0.172250204773747	0.5810958973813586	Spurious	Non-specific	78	-0.26210947094684967	-0.12500939944345033	0.5272349665555447	Spurious	Specific	32	-0.27096743943527857	-0.13975292620386856	0.5688316086494318	Spurious	Specific
		3dresample	1006	100602	rvrAWAKE435267	4	4	2	mouse	C57BL/6	C57BL/6J // Charles River // Ger	m	6 months	30.8	m	y	n	y	Isoflurane	Isoflurane				Bruker	11.7	n	GE-EPI	1000	0.014	0.283 x 0.298	0.45			sub-0100602_ses-4_run-2	_split_name_sub-0100602_ses-4_run-2_task-rest_bold	312	/project/4180000.36/awake/bids/mouse/sub-0100602/ses-4/func/sub-0100602_ses-4_run-2_task-rest_bold.nii.gz	func_func_sub-0100602_ses-4_run-2_task-rest_bold_313.png	0.283	0.45	0.289	false	12.158320660913589	0.17122063093978038	0.032431300344504255	720	111	-0.15880572602253115	-0.02498880525077286	0.0938357816210405	Spurious	No	97	-0.14221663371991372	-0.03226504215126354	0.10093347147629982	Spurious	Specific	3	0.053573488314712356	0.19170948269719812	0.2143312632462955	Spurious	Non-specific	111	-0.13114709640612163	-0.0027366612816400256	0.10709058784096238	Spurious	Specific	97	-0.1254015383073783	-0.01454272104604379	0.10809234645477708	Spurious	Specific	3	0.05339273255992822	0.16069506351682047	0.2056673536756935	Spurious	Non-specific	111	-0.033187976208359615	0.08842017787123231	0.1634942452811182	No	Specific	97	-0.011472657105801424	0.08284578787521711	0.17414533731011958	No	Specific	3	0.21880914881116825	-0.1358886784946388	0.22240704909755032	Specific	Specific
